"user_id","birthdate","gender","married","has_children","home_country","home_city","home_airport","home_airport_lat","home_airport_lon","sign_up_date"
"229108","1998-05-28","F","false","false","usa","burlington","BTV","44.472","-73.153","2022-06-27"
"229330","1976-11-08","F","true","false","usa","colorado springs","COS","38.806","-104.7","2022-06-27"
"232647","2006-04-11","F","false","false","usa","birmingham","BHM","33.563","-86.753","2022-06-30"
"249521","1964-07-23","F","true","true","canada","ottawa","YOW","45.323","-75.669","2022-07-15"
"252835","1986-01-20","F","false","true","usa","chicago","ORD","41.979","-87.904","2022-07-18"
"258451","2000-12-10","F","false","false","usa","miami","OPF","25.907","-80.278","2022-07-22"
"264470","1978-11-05","F","false","true","usa","bakersfield","BFL","35.433","-119.057","2022-07-27"
"276512","1982-08-27","F","true","true","usa","austin","AUS","30.194","-97.67","2022-08-06"
"281952","1987-01-23","F","false","false","usa","louisville","LOU","38.228","-85.664","2022-08-11"
"283325","1973-05-15","F","true","false","usa","dallas","DAL","32.847","-96.852","2022-08-12"
"290123","1983-04-08","F","true","false","usa","houston","HOU","29.645","-95.279","2022-08-18"
"297546","1972-12-05","F","true","false","usa","new york","JFK","40.64","-73.779","2022-08-24"
"298253","1977-08-01","F","true","true","usa","los angeles","LAX","33.942","-118.408","2022-08-24"
"299476","1985-05-19","F","true","false","usa","atlanta","ATL","33.64","-84.427","2022-08-25"
"306165","2003-04-13","F","false","false","usa","cleveland","CLE","41.412","-81.85","2022-08-31"
"306819","1964-04-02","F","true","true","usa","new york","JFK","40.64","-73.779","2022-09-01"
"312488","1993-06-27","M","true","false","usa","new york","JFK","40.64","-73.779","2022-09-05"
"313724","1972-05-13","F","false","false","usa","tulsa","TUL","36.198","-95.888","2022-09-06"
"316527","1982-07-17","F","true","true","canada","winnipeg","YWG","49.91","-97.234","2022-09-08"
"317688","1983-05-19","F","false","true","usa","indianapolis","IND","39.717","-86.294","2022-09-09"
"322867","1977-12-07","F","false","false","usa","mobile","BFM","30.626","-88.068","2022-09-14"
"324191","1984-05-27","F","false","false","usa","san diego","SAN","32.733","-117.189","2022-09-15"
"328590","1968-07-23","F","false","false","usa","san diego","NZY","32.699","-117.215","2022-09-18"
"330764","1985-02-06","F","false","false","usa","detroit","DET","42.409","-83.01","2022-09-20"
"330893","1980-12-16","F","true","true","usa","oklahoma city","OKC","35.393","-97.601","2022-09-20"
"331039","1979-08-02","F","true","true","canada","london","YXU","43.036","-81.154","2022-09-20"
"334787","1971-04-27","F","false","false","usa","minneapolis","MSP","44.88","-93.217","2022-09-23"
"337227","1989-06-25","F","true","false","usa","santa ana","SNA","33.676","-117.868","2022-09-25"
"338086","1983-12-13","F","false","true","usa","washington","IAD","38.944","-77.456","2022-09-25"
"340166","1973-05-17","M","true","true","usa","san francisco","SFO","37.619","-122.375","2022-09-27"
"343928","1959-01-26","F","true","false","usa","el paso","BIF","31.849","-106.38","2022-09-30"
"347778","1974-07-20","F","false","false","usa","las vegas","LSV","36.236","-115.034","2022-10-03"
"348817","1995-08-07","F","false","false","canada","calgary","YYC","51.114","-114.02","2022-10-04"
"348863","1957-01-13","F","true","false","usa","san antonio","SKF","29.384","-98.581","2022-10-04"
"349132","1975-06-17","F","false","false","usa","cincinnati","CVG","39.046","-84.662","2022-10-04"
"350648","2006-03-02","F","false","false","usa","lincoln","LNK","40.851","-96.759","2022-10-05"
"353271","1997-09-05","F","false","true","usa","milwaukee","MKE","42.947","-87.896","2022-10-07"
"353694","1984-06-17","F","false","true","usa","new york","LGA","40.777","-73.872","2022-10-07"
"354050","1974-05-28","F","false","false","usa","detroit","DET","42.409","-83.01","2022-10-07"
"354260","1974-09-27","F","false","false","usa","providence","PVD","41.724","-71.428","2022-10-07"
"354311","1978-07-12","F","true","false","usa","tucson","DMA","32.166","-110.883","2022-10-08"
"354950","1970-10-19","M","true","false","usa","amarillo","AMA","35.219","-101.706","2022-10-08"
"356046","1989-10-17","F","false","false","canada","ottawa","YOW","45.323","-75.669","2022-10-09"
"357737","1982-10-04","F","true","true","usa","san diego","SAN","32.733","-117.189","2022-10-10"
"359072","1972-12-09","F","true","true","canada","montreal","YUL","45.468","-73.741","2022-10-11"
"359080","1982-05-09","F","true","false","usa","new york","JFK","40.64","-73.779","2022-10-11"
"359653","1968-12-26","M","false","false","canada","victoria","YYJ","48.647","-123.426","2022-10-12"
"361459","1982-09-16","F","true","true","usa","houston","EFD","29.607","-95.159","2022-10-13"
"361759","1971-08-14","F","true","false","canada","winnipeg","YWG","49.91","-97.234","2022-10-13"
"363535","1993-05-15","F","false","false","usa","charlotte","CLT","35.214","-80.943","2022-10-14"
"365825","1979-05-10","F","false","false","usa","los angeles","LAX","33.942","-118.408","2022-10-16"
"371201","1996-01-16","M","false","true","usa","new york","JFK","40.64","-73.779","2022-10-20"
"372970","1990-04-01","F","false","false","usa","charlotte","CLT","35.214","-80.943","2022-10-21"
"373489","1986-12-08","F","true","true","usa","wichita","ICT","37.65","-97.433","2022-10-21"
"374331","1981-12-01","M","false","false","usa","milwaukee","MKE","42.947","-87.896","2022-10-22"
"374340","1989-06-26","F","true","false","usa","new york","LGA","40.777","-73.872","2022-10-22"
"374341","1998-07-15","F","false","false","usa","detroit","YIP","42.238","-83.53","2022-10-22"
"375160","2003-11-23","F","false","false","usa","houston","EFD","29.607","-95.159","2022-10-22"
"375729","1971-04-12","F","false","false","usa","atlanta","ATL","33.64","-84.427","2022-10-23"
"375751","1974-02-09","F","true","false","usa","cleveland","CLE","41.412","-81.85","2022-10-23"
"376159","1982-01-24","F","false","false","usa","long beach","LGB","33.818","-118.151","2022-10-23"
"377069","1956-03-06","F","true","false","usa","new york","LGA","40.777","-73.872","2022-10-24"
"377411","1986-05-24","F","true","false","canada","montreal","YMX","45.68","-74.039","2022-10-24"
"378565","1983-09-27","F","true","true","usa","nashville","BNA","36.124","-86.678","2022-10-25"
"379543","1968-01-06","F","true","false","usa","san jose","SJC","37.362","-121.929","2022-10-25"
"380434","1974-07-02","F","true","true","usa","oklahoma city","TIK","35.415","-97.386","2022-10-26"
"380436","1979-11-04","F","false","false","usa","new york","LGA","40.777","-73.872","2022-10-26"
"380757","1977-12-19","F","false","true","usa","los angeles","LAX","33.942","-118.408","2022-10-26"
"380874","1970-02-17","F","true","false","usa","louisville","LOU","38.228","-85.664","2022-10-26"
"380949","1978-02-03","F","false","false","usa","san antonio","SAT","29.534","-98.47","2022-10-26"
"381259","2002-12-04","F","false","true","usa","san diego","SAN","32.733","-117.189","2022-10-26"
"381465","1990-07-19","F","false","false","usa","san antonio","SAT","29.534","-98.47","2022-10-26"
"382181","1987-12-26","F","true","false","canada","halifax","YHZ","44.881","-63.509","2022-10-27"
"382384","1967-06-15","F","true","false","usa","st. petersburg","PIE","27.911","-82.687","2022-10-27"
"382533","2006-04-14","F","false","false","usa","long beach","LGB","33.818","-118.151","2022-10-27"
"385689","1974-10-08","F","false","true","usa","nashville","BNA","36.124","-86.678","2022-10-29"
"386255","1992-04-05","F","false","true","usa","mobile","BFM","30.626","-88.068","2022-10-30"
"386469","2006-10-16","F","false","false","usa","stockton","SCK","37.894","-121.239","2022-10-30"
"386914","1977-12-08","F","true","true","canada","hamilton","YHM","43.173","-79.935","2022-10-30"
"387282","1993-12-18","F","false","true","usa","amarillo","AMA","35.219","-101.706","2022-10-30"
"387783","1970-08-23","M","true","true","usa","oakland","OAK","37.721","-122.221","2022-10-31"
"388328","1973-11-28","F","true","true","canada","toronto","YYZ","43.677","-79.631","2022-10-31"
"388767","1979-09-13","F","true","true","usa","tallahassee","TLH","30.396","-84.35","2022-10-31"
"388947","1983-11-06","M","false","false","usa","new york","LGA","40.777","-73.872","2022-10-31"
"389434","1982-05-03","F","false","false","usa","new york","LGA","40.777","-73.872","2022-11-01"
"389662","1985-08-09","F","false","false","usa","fresno","FAT","36.776","-119.718","2022-11-01"
"389759","1991-06-02","F","false","true","usa","anchorage","ANC","61.174","-149.996","2022-11-01"
"390811","1983-07-26","F","false","false","usa","los angeles","LAX","33.942","-118.408","2022-11-01"
"392453","1966-06-11","F","false","false","usa","el paso","ELP","31.807","-106.378","2022-11-02"
"395202","1997-09-27","F","false","false","usa","san jose","SJC","37.362","-121.929","2022-11-04"
"395981","1972-08-17","F","true","false","canada","vancouver","YVR","49.195","-123.182","2022-11-04"
"396552","1979-01-06","F","true","false","canada","london","YXU","43.036","-81.154","2022-11-05"
"399137","1970-08-24","F","true","false","usa","dallas","DAL","32.847","-96.852","2022-11-07"
"399218","1980-05-25","F","true","true","usa","fort worth","FTW","32.82","-97.362","2022-11-07"
"399799","1969-03-07","F","true","false","canada","toronto","YTZ","43.627","-79.396","2022-11-07"
"400275","1968-05-27","F","true","true","usa","phoenix","LUF","33.535","-112.383","2022-11-07"
"400582","1991-12-21","F","true","false","usa","chicago","ORD","41.979","-87.904","2022-11-07"
"400899","1978-09-18","F","true","false","canada","quebec","YQB","46.788","-71.398","2022-11-08"
"401245","1996-01-15","F","false","false","usa","omaha","OFF","41.118","-95.913","2022-11-08"
"402332","1992-01-10","F","false","false","usa","sacramento","MCC","38.667","-121.401","2022-11-08"
"402978","1972-08-02","F","true","false","usa","milwaukee","MKE","42.947","-87.896","2022-11-09"
"403881","1980-04-03","F","false","false","usa","san diego","NZY","32.699","-117.215","2022-11-09"
"404879","1985-06-18","F","true","false","usa","newark","EWR","40.692","-74.169","2022-11-10"
"405305","1979-01-18","F","true","true","usa","san francisco","SFO","37.619","-122.375","2022-11-10"
"406210","2002-12-02","F","false","true","usa","anchorage","ANC","61.174","-149.996","2022-11-11"
"407118","1971-12-26","F","true","false","usa","new york","JFK","40.64","-73.779","2022-11-11"
"407250","1987-07-25","F","false","false","usa","laredo","LRD","27.544","-99.461","2022-11-11"
"407275","1982-03-28","F","false","false","usa","philadelphia","PNE","40.082","-75.011","2022-11-11"
"407434","1971-09-09","F","true","true","canada","halifax","YAW","44.64","-63.499","2022-11-11"
"407642","1994-09-22","F","false","false","canada","hamilton","YHM","43.173","-79.935","2022-11-11"
"408551","1980-10-24","F","true","true","usa","chicago","UGN","42.422","-87.868","2022-11-12"
"409073","1981-09-06","F","true","false","usa","sacramento","MCC","38.667","-121.401","2022-11-12"
"411179","1972-11-19","F","false","false","usa","san jose","SJC","37.362","-121.929","2022-11-14"
"411701","1983-12-14","F","false","false","canada","calgary","YYC","51.114","-114.02","2022-11-14"
"413128","1995-01-02","F","false","false","canada","hamilton","YHM","43.173","-79.935","2022-11-15"
"413340","1976-09-06","F","true","true","usa","nashville","BNA","36.124","-86.678","2022-11-15"
"413418","1969-09-04","F","false","false","usa","knoxville","TYS","35.812","-83.993","2022-11-15"
"413658","1972-09-04","F","true","true","usa","philadelphia","PNE","40.082","-75.011","2022-11-15"
"414128","1996-06-25","F","false","false","usa","seattle","BFI","47.53","-122.302","2022-11-15"
"415282","1982-05-19","F","true","true","usa","portland","PWM","43.646","-70.309","2022-11-16"
"415381","1978-03-13","F","true","false","usa","chicago","UGN","42.422","-87.868","2022-11-16"
"415581","1981-12-11","F","true","false","usa","new york","JFK","40.64","-73.779","2022-11-16"
"416319","1969-01-02","F","true","false","usa","new york","LGA","40.777","-73.872","2022-11-16"
"416580","1980-08-08","F","false","false","usa","fort worth","FTW","32.82","-97.362","2022-11-16"
"417679","1986-11-15","F","false","false","usa","new york","LGA","40.777","-73.872","2022-11-17"
"418329","1974-09-14","M","false","true","usa","detroit","DET","42.409","-83.01","2022-11-17"
"418488","1985-11-16","F","true","false","canada","toronto","YYZ","43.677","-79.631","2022-11-17"
"418692","1984-10-09","F","false","false","usa","fort worth","FTW","32.82","-97.362","2022-11-17"
"420648","1971-06-21","F","true","true","usa","portland","PDX","45.589","-122.597","2022-11-18"
"420669","1973-02-04","F","true","true","canada","calgary","YYC","51.114","-114.02","2022-11-18"
"421247","1981-12-20","F","true","true","usa","memphis","MEM","35.042","-89.977","2022-11-19"
"421515","1992-12-03","F","false","false","canada","winnipeg","YAV","50.056","-97.032","2022-11-19"
"421666","1994-05-02","F","false","true","usa","washington","IAD","38.944","-77.456","2022-11-19"
"421700","1983-06-02","F","false","true","usa","richmond","RIC","37.505","-77.319","2022-11-19"
"421870","1994-06-25","M","true","true","usa","little rock","LIT","34.729","-92.224","2022-11-19"
"422066","1968-09-22","F","true","true","usa","cincinnati","CVG","39.046","-84.662","2022-11-19"
"422668","2006-05-18","F","false","false","usa","houston","HOU","29.645","-95.279","2022-11-20"
"423042","1981-07-10","F","false","true","canada","ottawa","YOW","45.323","-75.669","2022-11-20"
"423413","2006-06-27","F","false","false","usa","new york","LGA","40.777","-73.872","2022-11-20"
"424553","1975-01-14","F","true","false","usa","oklahoma city","TIK","35.415","-97.386","2022-11-21"
"425632","1978-10-14","F","true","false","usa","tampa","MCF","27.849","-82.521","2022-11-21"
"425653","2004-01-07","M","false","true","usa","portland","PDX","45.589","-122.597","2022-11-21"
"425953","1986-04-24","F","true","false","usa","nashville","BNA","36.124","-86.678","2022-11-22"
"425966","1968-02-05","F","true","false","usa","las vegas","LAS","36.08","-115.152","2022-11-22"
"426478","1998-08-23","F","false","false","canada","hamilton","YHM","43.173","-79.935","2022-11-22"
"427426","1987-09-04","F","false","false","usa","san diego","SAN","32.733","-117.189","2022-11-22"
"427506","1969-06-07","F","true","true","usa","norfolk","ORF","36.894","-76.201","2022-11-22"
"428056","1986-10-21","M","false","false","canada","vancouver","YVR","49.195","-123.182","2022-11-23"
"428552","1987-03-04","F","true","false","usa","new york","LGA","40.777","-73.872","2022-11-23"
"428858","2003-03-13","F","false","false","usa","san diego","NZY","32.699","-117.215","2022-11-23"
"429345","1958-02-05","M","true","true","usa","tallahassee","TLH","30.396","-84.35","2022-11-23"
"429375","1990-04-18","F","false","false","usa","new york","LGA","40.777","-73.872","2022-11-23"
"430722","1995-11-11","M","false","false","usa","mobile","BFM","30.626","-88.068","2022-11-24"
"431144","1972-10-22","F","true","false","usa","cincinnati","CVG","39.046","-84.662","2022-11-24"
"431337","1986-04-12","F","false","false","usa","miami","MIA","25.793","-80.291","2022-11-24"
"431602","1987-02-25","F","false","false","usa","tacoma","TCM","47.138","-122.476","2022-11-25"
"431746","1983-08-10","F","false","false","usa","des moines","DSM","41.534","-93.663","2022-11-25"
"431899","1980-04-23","F","true","false","usa","seattle","SEA","47.449","-122.309","2022-11-25"
"431912","1988-08-27","F","false","true","usa","detroit","DET","42.409","-83.01","2022-11-25"
"432333","1974-06-23","F","true","true","usa","milwaukee","MKE","42.947","-87.896","2022-11-25"
"432637","1987-05-27","F","false","true","usa","san antonio","SAT","29.534","-98.47","2022-11-25"
"432941","1983-07-18","F","false","false","usa","anchorage","MRI","61.214","-149.846","2022-11-25"
"433080","1980-02-18","F","true","false","usa","colorado springs","COS","38.806","-104.7","2022-11-26"
"433339","1998-06-10","F","false","true","usa","detroit","DET","42.409","-83.01","2022-11-26"
"433905","1998-05-26","F","false","false","usa","new york","LGA","40.777","-73.872","2022-11-26"
"434238","1973-11-28","F","true","true","usa","indianapolis","IND","39.717","-86.294","2022-11-26"
"434623","1989-07-20","F","false","false","canada","montreal","YHU","45.517","-73.417","2022-11-26"
"435231","1993-11-24","F","false","false","canada","toronto","YZD","43.742","-79.466","2022-11-27"
"435596","1970-11-28","F","false","false","usa","houston","EFD","29.607","-95.159","2022-11-27"
"435669","1979-07-26","F","false","true","usa","tampa","MCF","27.849","-82.521","2022-11-27"
"435837","1972-08-16","F","false","false","usa","new orleans","MSY","29.993","-90.258","2022-11-27"
"435882","1972-11-19","F","true","false","usa","washington","DCA","38.852","-77.037","2022-11-27"
"436320","1974-08-09","F","true","true","usa","milwaukee","MKE","42.947","-87.896","2022-11-27"
"436894","1982-04-26","F","true","false","usa","louisville","LOU","38.228","-85.664","2022-11-28"
"437069","1981-02-02","F","false","false","usa","tucson","DMA","32.166","-110.883","2022-11-28"
"437162","1993-07-23","F","false","false","usa","madison","MSN","43.14","-89.337","2022-11-28"
"437251","1980-09-28","F","false","false","canada","london","YXU","43.036","-81.154","2022-11-28"
"437539","1978-03-02","F","false","false","usa","nashville","BNA","36.124","-86.678","2022-11-28"
"437549","1984-05-13","F","false","false","usa","new orleans","NBG","29.825","-90.035","2022-11-28"
"438189","1987-10-07","F","true","false","usa","fort worth","FTW","32.82","-97.362","2022-11-28"
"438406","1980-10-11","F","false","false","usa","los angeles","LAX","33.942","-118.408","2022-11-28"
"438551","1987-08-04","F","true","true","usa","charlotte","CLT","35.214","-80.943","2022-11-29"
"438596","1999-12-13","F","false","false","usa","oklahoma city","OKC","35.393","-97.601","2022-11-29"
"438839","1974-05-09","F","false","true","usa","new york","JFK","40.64","-73.779","2022-11-29"
"438937","1986-08-28","F","false","false","usa","sacramento","SMF","38.695","-121.591","2022-11-29"
"438985","1994-03-18","F","false","false","usa","new york","JFK","40.64","-73.779","2022-11-29"
"438995","2000-05-17","F","false","false","usa","tallahassee","TLH","30.396","-84.35","2022-11-29"
"439052","1972-04-26","F","true","false","usa","richmond","RIC","37.505","-77.319","2022-11-29"
"439120","1985-07-23","M","true","false","usa","tulsa","TUL","36.198","-95.888","2022-11-29"
"439363","1972-07-03","F","false","false","usa","fort worth","FTW","32.82","-97.362","2022-11-29"
"440212","1984-12-08","F","true","true","usa","winston-salem","INT","36.134","-80.222","2022-11-29"
"440655","1993-01-27","F","false","true","canada","toronto","YYZ","43.677","-79.631","2022-11-30"
"441200","1988-07-06","F","false","true","canada","ottawa","YOW","45.323","-75.669","2022-11-30"
"441205","1977-06-12","F","true","true","usa","san antonio","RND","29.529","-98.279","2022-11-30"
"441448","1995-07-08","F","false","true","usa","san antonio","SKF","29.384","-98.581","2022-11-30"
"441457","1965-02-18","F","true","false","usa","washington","DCA","38.852","-77.037","2022-11-30"
"441982","1976-11-26","F","false","false","usa","new york","JFK","40.64","-73.779","2022-11-30"
"442484","1980-09-28","F","true","false","usa","houston","EFD","29.607","-95.159","2022-12-01"
"442718","1975-06-05","F","true","true","usa","new york","JFK","40.64","-73.779","2022-12-01"
"442812","1969-02-24","F","true","true","usa","boston","BOS","42.364","-71.005","2022-12-01"
"442819","1952-08-07","F","true","false","canada","ottawa","YOW","45.323","-75.669","2022-12-01"
"442833","1984-09-21","F","true","false","canada","calgary","YYC","51.114","-114.02","2022-12-01"
"443305","2002-10-27","F","false","false","usa","chicago","ORD","41.979","-87.904","2022-12-01"
"443453","1987-06-26","F","false","false","usa","seattle","BFI","47.53","-122.302","2022-12-01"
"443598","1980-10-17","F","false","false","usa","honolulu","HNL","21.316","-157.927","2022-12-01"
"443652","1993-10-18","F","false","false","usa","seattle","SEA","47.449","-122.309","2022-12-01"
"444387","1978-05-06","F","true","false","usa","cincinnati","LUK","39.103","-84.419","2022-12-02"
"444885","1991-04-20","F","true","false","usa","amarillo","AMA","35.219","-101.706","2022-12-02"
"445351","1970-11-14","F","true","true","usa","des moines","DSM","41.534","-93.663","2022-12-02"
"445515","1984-03-05","F","false","false","canada","toronto","YZD","43.742","-79.466","2022-12-02"
"446124","1978-12-26","F","false","false","usa","new york","LGA","40.777","-73.872","2022-12-02"
"446138","1984-10-02","F","true","false","usa","houston","IAH","29.98","-95.34","2022-12-02"
"446473","1975-06-13","F","true","false","usa","san diego","NZY","32.699","-117.215","2022-12-03"
"446933","1976-12-06","M","false","false","canada","toronto","YTZ","43.627","-79.396","2022-12-03"
"447053","1986-08-27","F","false","true","usa","riverside","RAL","33.952","-117.445","2022-12-03"
"447591","2001-09-25","M","false","false","canada","winnipeg","YWG","49.91","-97.234","2022-12-03"
"447737","1981-12-25","F","false","false","canada","calgary","YYC","51.114","-114.02","2022-12-03"
"447951","1981-09-21","F","false","false","usa","columbus","LCK","39.814","-82.928","2022-12-03"
"448025","1994-09-27","F","false","false","canada","montreal","YHU","45.517","-73.417","2022-12-03"
"448154","1968-07-26","F","false","false","usa","los angeles","LAX","33.942","-118.408","2022-12-04"
"448295","1972-09-19","M","true","false","usa","lubbock","LBB","33.664","-101.823","2022-12-04"
"448467","1986-02-03","F","false","false","canada","halifax","YAW","44.64","-63.499","2022-12-04"
"448564","1975-01-18","F","false","false","usa","colorado springs","COS","38.806","-104.7","2022-12-04"
"449033","1983-01-27","F","false","false","usa","san diego","NZY","32.699","-117.215","2022-12-04"
"449326","1985-04-09","F","false","false","canada","halifax","YAW","44.64","-63.499","2022-12-04"
"449619","1988-10-08","F","false","false","usa","cleveland","CLE","41.412","-81.85","2022-12-04"
"449804","1982-06-23","F","true","false","usa","tacoma","TCM","47.138","-122.476","2022-12-04"
"449980","2006-01-25","F","false","false","canada","winnipeg","YAV","50.056","-97.032","2022-12-05"
"450164","1987-02-03","F","true","false","usa","phoenix","PHX","33.434","-112.008","2022-12-05"
"450193","1989-03-08","F","false","false","canada","montreal","YUL","45.468","-73.741","2022-12-05"
"450305","1984-12-23","F","false","false","usa","fayetteville","FYV","36.005","-94.17","2022-12-05"
"450615","1979-12-11","F","false","false","usa","kansas city","MCI","39.297","-94.714","2022-12-05"
"451291","1969-10-02","F","true","false","usa","st. louis","STL","38.748","-90.36","2022-12-05"
"451674","1999-11-20","F","false","true","usa","san francisco","SFO","37.619","-122.375","2022-12-05"
"452034","1974-07-25","F","false","false","usa","cleveland","CLE","41.412","-81.85","2022-12-06"
"452532","1991-06-05","F","false","false","usa","el paso","ELP","31.807","-106.378","2022-12-06"
"452594","1980-01-14","F","false","true","usa","las vegas","LSV","36.236","-115.034","2022-12-06"
"452612","1981-05-05","F","true","true","usa","rochester","ROC","43.119","-77.672","2022-12-06"
"453143","1978-03-12","F","false","false","usa","houston","HOU","29.645","-95.279","2022-12-06"
"453168","1977-11-23","F","true","false","usa","new york","LGA","40.777","-73.872","2022-12-06"
"454264","1975-01-07","F","false","true","usa","new york","JFK","40.64","-73.779","2022-12-07"
"454430","1985-11-18","F","true","false","canada","vancouver","YVR","49.195","-123.182","2022-12-07"
"454616","1979-05-23","F","true","false","usa","los angeles","LAX","33.942","-118.408","2022-12-07"
"454661","1978-04-24","F","false","false","usa","louisville","LOU","38.228","-85.664","2022-12-07"
"454920","1985-12-25","F","true","false","usa","new york","LGA","40.777","-73.872","2022-12-07"
"454934","1982-01-04","F","true","false","usa","tacoma","TCM","47.138","-122.476","2022-12-07"
"454955","1973-04-13","F","true","false","usa","san diego","NZY","32.699","-117.215","2022-12-07"
"456226","1976-02-08","F","false","false","usa","houston","IAH","29.98","-95.34","2022-12-08"
"456318","1993-11-22","F","false","false","usa","los angeles","LAX","33.942","-118.408","2022-12-08"
"456663","1986-08-03","F","true","true","usa","new york","LGA","40.777","-73.872","2022-12-08"
"456671","1986-05-02","F","false","false","usa","san antonio","SAT","29.534","-98.47","2022-12-08"
"457468","1983-08-12","F","true","false","usa","phoenix","LUF","33.535","-112.383","2022-12-08"
"457599","1984-11-13","F","true","false","usa","columbus","LCK","39.814","-82.928","2022-12-08"
"457967","2003-07-08","F","false","false","usa","colorado springs","COS","38.806","-104.7","2022-12-09"
"458479","1978-12-08","F","false","false","usa","chicago","UGN","42.422","-87.868","2022-12-09"
"458688","1981-02-09","F","false","false","usa","cleveland","CLE","41.412","-81.85","2022-12-09"
"458725","2006-09-06","F","false","false","usa","montgomery","MXF","32.379","-86.362","2022-12-09"
"458762","1984-05-04","F","true","true","canada","montreal","YHU","45.517","-73.417","2022-12-09"
"458814","1991-10-28","F","false","false","usa","oklahoma city","OKC","35.393","-97.601","2022-12-09"
"458855","1993-11-26","F","true","true","usa","tucson","TUS","32.116","-110.941","2022-12-09"
"458919","1987-07-14","F","false","false","usa","fresno","FAT","36.776","-119.718","2022-12-09"
"459229","1982-06-20","F","true","false","usa","new york","LGA","40.777","-73.872","2022-12-09"
"459486","1995-07-14","F","false","false","usa","st. petersburg","SPG","27.765","-82.627","2022-12-09"
"459645","1994-01-17","F","false","false","usa","wichita","ICT","37.65","-97.433","2022-12-09"
"460072","1974-12-26","M","false","false","usa","kansas city","MCI","39.297","-94.714","2022-12-10"
"460181","1958-06-26","F","true","false","usa","st. louis","STL","38.748","-90.36","2022-12-10"
"460553","1969-06-09","F","true","true","usa","laredo","LRD","27.544","-99.461","2022-12-10"
"460625","1977-10-22","F","true","true","usa","baltimore","BWI","39.175","-76.668","2022-12-10"
"461559","1991-10-27","F","false","false","canada","victoria","YYJ","48.647","-123.426","2022-12-10"
